alpha,Lambda,sigma,Kappa,Kappa_,A,B,m1,m2,E0,E1,E2,E3
0.6,0.1,-3.0,0.4,1.8,1.65,0.22,4.0,3.0,6.40444549627325,6.79529516161971,7.04350176675851,7.254813873159792
0.6,0.1,-3.0,0.4,1.8,1.65,0.24,4.0,3.0,6.403060190878422,6.794828633706725,7.043202684284057,7.254539776471028
0.6,0.1,-3.0,0.4,1.8,1.7,0.2,4.0,3.0,6.40735441801694,6.796245872249503,7.04410846268985,7.255371188539465
0.6,0.1,-3.0,0.4,1.8,1.7,0.22,4.0,3.0,6.406064998621272,6.795829529622262,7.0438431248373075,7.255127165497132
0.6,0.1,-3.0,0.4,1.8,1.7,0.24,4.0,3.0,6.404732734718011,6.795390829808976,7.043562965723375,7.254869998282229
0.6,0.1,-3.0,0.4,1.85,1.6,0.2,4.0,3.0,6.403198279319743,6.794928487220982,7.043261950783274,7.254591163862563
0.6,0.1,-3.0,0.4,1.85,1.6,0.22,4.0,3.0,6.401759165796365,6.794443633959188,7.042950816983864,7.254306102858702
0.6,0.1,-3.0,0.4,1.85,1.6,0.24,4.0,3.0,6.400273343753223,6.7939344956828425,7.042622688454116,7.254005661360256
0.6,0.1,-3.0,0.4,1.85,1.65,0.2,4.0,3.0,6.40493119547264,6.795500614732997,7.043627695921616,7.254926714891711
0.6,0.1,-3.0,0.4,1.85,1.65,0.22,4.0,3.0,6.403549053552217,6.795045360143979,7.0433367750690135,7.254659762580617
0.6,0.1,-3.0,0.4,1.85,1.65,0.24,4.0,3.0,6.402121404670954,6.7945664685597515,7.043029757502406,7.254378405163706
0.6,0.1,-3.0,0.4,1.85,1.7,0.2,4.0,3.0,6.406545911225149,6.796021275919952,7.04395962469087,7.255231915903436
0.6,0.1,-3.0,0.4,1.85,1.7,0.22,4.0,3.0,6.405217672658785,6.795593892113379,7.0436872117006235,7.2549813832395
0.6,0.1,-3.0,0.4,1.85,1.7,0.24,4.0,3.0,6.4038450333462675,6.7951435637729425,7.043399599837214,7.2547173773449325
0.6,0.1,-3.0,0.4,1.9,1.6,0.2,4.0,3.0,6.402289884873213,6.7946759471440465,7.0430951595801545,7.2544354161555455
0.6,0.1,-3.0,0.4,1.9,1.6,0.22,4.0,3.0,6.4008077995447525,6.794178610120292,7.042776008602819,7.254143023697598
0.6,0.1,-3.0,0.4,1.9,1.6,0.24,4.0,3.0,6.399277265023741,6.793656360099439,7.042439441936974,7.253834880617048
0.6,0.1,-3.0,0.4,1.9,1.65,0.2,4.0,3.0,6.404074122598175,6.795262807570174,7.043470352570425,7.25477962917163
0.6,0.1,-3.0,0.4,1.9,1.65,0.22,4.0,3.0,6.402651084363727,6.794795829303429,7.043171914526975,7.254505782822871
0.6,0.1,-3.0,0.4,1.9,1.65,0.24,4.0,3.0,6.401180885493854,6.794304607493423,7.042856981648321,7.25421718325573
0.6,0.1,-3.0,0.4,1.9,1.7,0.2,4.0,3.0,6.405736258304143,6.79579688389461,7.043810881044259,7.255092740333827
0.6,0.1,-3.0,0.4,1.9,1.7,0.22,4.0,3.0,6.404369040638657,6.795358487591778,7.04353140841934,7.254835712147106
0.6,0.1,-3.0,0.4,1.9,1.7,0.24,4.0,3.0,6.402955846226152,6.794896561573773,7.04323636117625,7.254564883580964
0.6,0.1,-3.0,0.5,1.8,1.6,0.2,4.0,3.0,6.29912090098023,6.745458671116633,7.0064336073348015,7.2209137932824214
0.6,0.1,-3.0,0.5,1.8,1.6,0.22,4.0,3.0,6.297394472775356,6.744997973267092,7.006144411793378,7.220657727107529
0.6,0.1,-3.0,0.5,1.8,1.6,0.24,4.0,3.0,6.295605262515829,6.744511524889839,7.005838784377778,7.220387853809081
0.6,0.1,-3.0,0.5,1.8,1.65,0.2,4.0,3.0,6.301190852645218,6.745998981933326,7.006772940252855,7.221215346249412
0.6,0.1,-3.0,0.5,1.8,1.65,0.22,4.0,3.0,6.299540699518036,6.745569339848042,7.006503078053416,7.220975425584201
0.6,0.1,-3.0,0.5,1.8,1.65,0.24,4.0,3.0,6.297829648288619,6.745114926906981,7.0062178383693725,7.220722670982404
0.6,0.1,-3.0,0.5,1.8,1.7,0.2,4.0,3.0,6.303110400900708,6.746487475048706,7.007080472421474,7.221489875149676
0.6,0.1,-3.0,0.5,1.8,1.7,0.22,4.0,3.0,6.301532073814658,6.7460867239992695,7.0068281061942965,7.2212644990630075
0.6,0.1,-3.0,0.5,1.8,1.7,0.24,4.0,3.0,6.299894608033648,6.745662213977815,7.006561386725941,7.221027194679787
0.6,0.1,-3.0,0.5,1.85,1.6,0.2,4.0,3.0,6.298084622413123,6.745209633211151,7.0062700228212815,7.220766518381641
0.6,0.1,-3.0,0.5,1.85,1.6,0.22,4.0,3.0,6.296306343078181,6.744736853623587,7.005973175600521,7.22050368834459
0.6,0.1,-3.0,0.5,1.85,1.6,0.24,4.0,3.0,6.294463047897142,6.744237664963656,7.005659487078792,7.220226715018201
0.6,0.1,-3.0,0.5,1.85,1.65,0.2,4.0,3.0,6.300216321808733,6.74576413867299,7.006618366661553,7.22107607160589
0.6,0.1,-3.0,0.5,1.85,1.65,0.22,4.0,3.0,6.298516980349289,6.745323206950894,7.006341335347979,7.220829782701571
0.6,0.1,-3.0,0.5,1.85,1.65,0.24,4.0,3.0,6.296754619254645,6.744856872740693,7.006048542637202,7.220570345148619
0.6,0.1,-3.0,0.5,1.85,1.7,0.2,4.0,3.0,6.302192736077558,6.7462654941307525,7.00693409856395,7.221357917326019
0.6,0.1,-3.0,0.5,1.85,1.7,0.22,4.0,3.0,6.300567678882995,6.745854188833061,7.00667500108273,7.221126532091562
0.6,0.1,-3.0,0.5,1.85,1.7,0.24,4.0,3.0,6.298881462403382,6.745418519894026,7.006401191058575,7.220882923862188
0.6,0.1,-3.0,0.5,1.9,1.6,0.2,4.0,3.0,6.297046900074392,6.744960844243864,7.006106553370317,7.220619368944901
0.6,0.1,-3.0,0.5,1.9,1.6,0.22,4.0,3.0,6.295216563934623,6.74447602108673,7.00580207419163,7.220349792986093
0.6,0.1,-3.0,0.5,1.9,1.6,0.24,4.0,3.0,6.29331895207096,6.743964133662164,7.00548034679425,7.220065740009254
0.6,0.1,-3.0,0.5,1.9,1.65,0.2,4.0,3.0,6.299240571397818,6.745529501247588,7.006463886754315,7.220936903087067
0.6,0.1,-3.0,0.5,1.9,1.65,0.22,4.0,3.0,6.297491864823425,6.7450773140087925,7.0061797031689705,7.220684261171632
0.6,0.1,-3.0,0.5,1.9,1.65,0.24,4.0,3.0,6.295677994256508,6.7445990958788355,7.0058793765566785,7.220418158038942
0.6,0.1,-3.0,0.5,1.9,1.7,0.2,4.0,3.0,6.30127403861485,6.746043681875486,7.006787800785105,7.221226049731979
0.6,0.1,-3.0,0.5,1.9,1.7,0.22,4.0,3.0,6.299602099055741,6.745621852691081,7.006521986369615,7.22098866827894
0.6,0.1,-3.0,0.5,1.9,1.7,0.24,4.0,3.0,6.297866959612354,6.745175058285868,7.006241102172497,7.220738771007221
0.6,0.1,-3.0,0.6,1.8,1.6,0.2,4.0,3.0,6.181568386837351,6.693788184095332,6.968604328141878,7.187354807382825
0.6,0.1,-3.0,0.6,1.8,1.6,0.22,4.0,3.0,6.1794999644272295,6.693349669449082,6.968331771832573,7.187122101109661
0.6,0.1,-3.0,0.6,1.8,1.6,0.24,4.0,3.0,6.177348808828098,6.692884298486824,6.968043565095153,7.186877125323542
0.6,0.1,-3.0,0.6,1.8,1.65,0.2,4.0,3.0,6.1840385497132635,6.6942996866703375,6.96892412764508,7.187629303159611
0.6,0.1,-3.0,0.6,1.8,1.65,0.22,4.0,3.0,6.182070232956132,6.693893198300806,6.968669793788889,7.187410865630058
0.6,0.1,-3.0,0.6,1.8,1.65,0.24,4.0,3.0,6.180022028982722,6.69346119784651,6.968400983009572,7.187181092512205
0.6,0.1,-3.0,0.6,1.8,1.7,0.2,4.0,3.0,6.1863191742467745,6.694759542604326,6.969214157241208,7.187879744862663
0.6,0.1,-3.0,0.6,1.8,1.7,0.22,4.0,3.0,6.184444677944543,6.69438246544468,6.968976133087191,7.1876741015657055
0.6,0.1,-3.0,0.6,1.8,1.7,0.24,4.0,3.0,6.182492966189749,6.693981229313717,6.968724741576251,7.18745796917418
0.6,0.1,-3.0,0.6,1.85,1.6,0.2,4.0,3.0,6.180406355082182,6.693541419613306,6.968443715313487,7.187216721501495
0.6,0.1,-3.0,0.6,1.85,1.6,0.22,4.0,3.0,6.178276832062346,6.69309144893239,6.968163930770086,7.186977847071955
0.6,0.1,-3.0,0.6,1.85,1.6,0.24,4.0,3.0,6.176061788488807,6.692613952697635,6.967868111739343,7.186726406349919
0.6,0.1,-3.0,0.6,1.85,1.65,0.2,4.0,3.0,6.182949075877632,6.694066328106694,6.968772034489207,7.1874985271302645
0.6,0.1,-3.0,0.6,1.85,1.65,0.22,4.0,3.0,6.180922977928853,6.693649182132191,6.968510921549802,7.1872742695953145
0.6,0.1,-3.0,0.6,1.85,1.65,0.24,4.0,3.0,6.178814348402026,6.693205887997878,6.968234974670198,7.187038399611368
0.6,0.1,-3.0,0.6,1.85,1.7,0.2,4.0,3.0,6.1852963093083835,6.694538281989894,6.9690698285127795,7.1877556700161715
0.6,0.1,-3.0,0.6,1.85,1.7,0.22,4.0,3.0,6.18336709202915,6.694151281255345,6.968825429478581,7.187544522006137
0.6,0.1,-3.0,0.6,1.85,1.7,0.24,4.0,3.0,6.181358144214587,6.693739518532635,6.968567331637853,7.187322626186917
0.6,0.1,-3.0,0.6,1.9,1.6,0.2,4.0,3.0,6.179243052428472,6.693294840945711,6.968283190369283,7.187078739154345
0.6,0.1,-3.0,0.6,1.9,1.6,0.22,4.0,3.0,6.177052238044794,6.692833451579326,6.96799619493128,7.186833711534404
0.6,0.1,-3.0,0.6,1.9,1.6,0.24,4.0,3.0,6.174773090124208,6.692343871554424,6.96769278354987,7.186575823048415
0.6,0.1,-3.0,0.6,1.9,1.65,0.2,4.0,3.0,6.181858537509783,6.693833114186449,6.968620010858106,7.187367838674859
0.6,0.1,-3.0,0.6,1.9,1.65,0.22,4.0,3.0,6.1797744957909755,6.693405343105393,6.9683521332587866,7.187137773686952
0.6,0.1,-3.0,0.6,1.9,1.65,0.24,4.0,3.0,6.177605255892276,6.692950791646291,6.968069067008374,7.186895821291898
0.6,0.1,-3.0,0.6,1.9,1.7,0.2,4.0,3.0,6.1842725504465825,6.694317131488261,6.968925554597347,7.187631669768025
0.6,0.1,-3.0,0.6,1.9,1.7,0.22,4.0,3.0,6.182288473338984,6.693920235310938,6.968674792618939,7.187415027590023
0.6,0.1,-3.0,0.6,1.9,1.7,0.24,4.0,3.0,6.180222131270675,6.69349797770852,6.968410002413817,7.187187380521415
0.6,0.15,-3.0,0.4,1.8,1.6,0.2,4.0,3.0,6.472656044454254,6.951479355165384,7.2683671866675,7.530750347323727
0.6,0.15,-3.0,0.4,1.8,1.6,0.22,4.0,3.0,6.471071407372699,6.950944457722532,7.268013876390692,7.530485197725237
0.6,0.15,-3.0,0.4,1.8,1.6,0.24,4.0,3.0,6.469434128005875,6.950380109454896,7.26764106626595,7.530206284902409
0.6,0.15,-3.0,0.4,1.8,1.65,0.2,4.0,3.0,6.474562370986171,6.9521072968366076,7.2687825449954095,7.531063282547008
0.6,0.15,-3.0,0.4,1.8,1.65,0.22,4.0,3.0,6.473042091194606,6.951607915918555,7.268452147726727,7.5308142442006645
0.6,0.15,-3.0,0.4,1.8,1.65,0.24,4.0,3.0,6.471470392515695,6.951080206642803,7.268103528051279,7.530552396904047
0.6,0.15,-3.0,0.4,1.8,1.7,0.2,4.0,3.0,6.476336557424192,6.952675692135375,7.269159838521157,7.5313488500480315
0.6,0.15,-3.0,0.4,1.8,1.7,0.22,4.0,3.0,6.4748772994528725,6.952209339632214,7.268850161144558,7.531114363829866
0.6,0.15,-3.0,0.4,1.8,1.7,0.24,4.0,3.0,6.473367768576335,6.951715826923341,7.268523486318016,7.530867939686513
0.6,0.15,-3.0,0.4,1.85,1.6,0.2,4.0,3.0,6.4716674213923975,6.951187100743922,7.268166716528293,7.530598207717059
0.6,0.15,-3.0,0.4,1.85,1.6,0.22,4.0,3.0,6.470035136711509,6.950638009765661,7.267803987158309,7.530325988144315
0.6,0.15,-3.0,0.4,1.85,1.6,0.24,4.0,3.0,6.468348297480132,6.95005869769314,7.26742126557143,7.5300396626654935
0.6,0.15,-3.0,0.4,1.85,1.65,0.2,4.0,3.0,6.473630668299311,6.951831724216832,7.268593183400358,7.530919516644431
0.6,0.15,-3.0,0.4,1.85,1.65,0.22,4.0,3.0,6.472065029708218,6.951319074902359,7.268253946631043,7.530663811767763
0.6,0.15,-3.0,0.4,1.85,1.65,0.24,4.0,3.0,6.470446147827336,6.950777359637165,7.267896026404731,7.530394976976083
0.6,0.15,-3.0,0.4,1.85,1.7,0.2,4.0,3.0,6.475457453332762,6.952415243865312,7.26898060303019,7.531212753715234
0.6,0.15,-3.0,0.4,1.85,1.7,0.22,4.0,3.0,6.47395495931688,6.9519364803405095,7.268662611722969,7.5309719678552725
0.6,0.15,-3.0,0.4,1.85,1.7,0.24,4.0,3.0,6.472400446837766,6.951429851752136,7.268327191700323,7.530718942906867
0.6,0.15,-3.0,0.4,1.9,1.6,0.2,4.0,3.0,6.470677434228651,6.950895084727279,7.267966373771102,7.530446177567287
0.6,0.15,-3.0,0.4,1.9,1.6,0.22,4.0,3.0,6.46899730866485,6.950331836457955,7.267594245930546,7.530166903013295
0.6,0.15,-3.0,0.4,1.9,1.6,0.24,4.0,3.0,6.46726069202343,6.949737599827973,7.267201636159904,7.529873181882179
0.6,0.15,-3.0,0.4,1.9,1.65,0.2,4.0,3.0,6.472697812461292,6.951556348906945,7.268403926858466,7.530775843995393
0.6,0.15,-3.0,0.4,1.9,1.65,0.22,4.0,3.0,6.4710866487096,6.951030463739872,7.268055868177503,7.530513485352202
0.6,0.15,-3.0,0.4,1.9,1.65,0.24,4.0,3.0,6.469420395992661,6.950474777986834,7.267688667393636,7.530237677590986
0.6,0.15,-3.0,0.4,1.9,1.7,0.2,4.0,3.0,6.4745773722055535,6.952154957348901,7.268801454215348,7.531076737267448
0.6,0.15,-3.0,0.4,1.9,1.7,0.22,4.0,3.0,6.473031498685357,6.951663811851271,7.268475163924661,7.530829662643905
0.6,0.15,-3.0,0.4,1.9,1.7,0.24,4.0,3.0,6.471431842457384,6.951144099309348,7.268131015812258,7.530570049304679
0.6,0.15,-3.0,0.5,1.8,1.6,0.2,4.0,3.0,6.36135891219898,6.895722345218647,7.2258911426343415,7.49642333000549
0.6,0.15,-3.0,0.5,1.8,1.6,0.22,4.0,3.0,6.3594633413733375,6.895205171488702,7.225555027865305,7.496175943932685
0.6,0.15,-3.0,0.5,1.8,1.6,0.24,4.0,3.0,6.357497326007459,6.894657161415234,7.225200287241487,7.495915905725516
0.6,0.15,-3.0,0.5,1.8,1.65,0.2,4.0,3.0,6.363629508555426,6.896326697314408,7.226286379117466,7.4967156101315595
0.6,0.15,-3.0,0.5,1.8,1.65,0.22,4.0,3.0,6.361819601960053,6.895846320463938,7.225971972926701,7.496482979331883
0.6,0.15,-3.0,0.5,1.8,1.65,0.24,4.0,3.0,6.359941294441455,6.895336629244702,7.225640317670042,7.496238622057009
0.6,0.15,-3.0,0.5,1.8,1.7,0.2,4.0,3.0,6.365732733767748,6.896871189715818,7.226645679271632,7.496982699226179
0.6,0.15,-3.0,0.5,1.8,1.7,0.22,4.0,3.0,6.364003557397694,6.896424625193879,7.226350744484192,7.4967633579039745
0.6,0.15,-3.0,0.5,1.8,1.7,0.24,4.0,3.0,6.362207907109103,6.895950285214747,7.226039847341109,7.496533116682933
0.6,0.15,-3.0,0.5,1.85,1.6,0.2,4.0,3.0,6.360254174327522,6.895432078455468,7.225694985147638,7.496278260464768
0.6,0.15,-3.0,0.5,1.85,1.6,0.22,4.0,3.0,6.358302432519429,6.894901263968733,7.225349902174897,7.49602423168369
0.6,0.15,-3.0,0.5,1.85,1.6,0.24,4.0,3.0,6.35627782569639,6.894338829410242,7.224985729634994,7.495757234034159
0.6,0.15,-3.0,0.5,1.85,1.65,0.2,4.0,3.0,6.3625916551167325,6.896052411378872,7.226100808502209,7.496578416119087
0.6,0.15,-3.0,0.5,1.85,1.65,0.22,4.0,3.0,6.360728469212184,6.895559328163871,7.225777976892863,7.496339514655611
0.6,0.15,-3.0,0.5,1.85,1.65,0.24,4.0,3.0,6.35879457794157,6.895036186246142,7.225437464713402,7.496088590796435
0.6,0.15,-3.0,0.5,1.85,1.7,0.2,4.0,3.0,6.364756461764843,6.896611345897696,7.2264697730353395,7.496852727389902
0.6,0.15,-3.0,0.5,1.85,1.7,0.22,4.0,3.0,6.362976681664601,6.896152933402311,7.226166902310617,7.4966274532454165
0.6,0.15,-3.0,0.5,1.85,1.7,0.24,4.0,3.0,6.361128227973112,6.895666040313747,7.225847667760861,7.496391001905611
0.6,0.15,-3.0,0.5,1.9,1.6,0.2,4.0,3.0,6.359148188610461,6.895142011799249,7.225498933574718,7.496133267741338
0.6,0.15,-3.0,0.5,1.9,1.6,0.22,4.0,3.0,6.357140090328293,6.894597594667132,7.225144901240282,7.495872607755144
0.6,0.15,-3.0,0.5,1.9,1.6,0.24,4.0,3.0,6.355056681982175,6.894020777806614,7.224771318412722,7.495598663898722
0.6,0.15,-3.0,0.5,1.9,1.65,0.2,4.0,3.0,6.361552754861003,6.895778283391766,7.225915323785768,7.49644128669495
0.6,0.15,-3.0,0.5,1.9,1.65,0.22,4.0,3.0,6.3596361312416105,6.895272527103117,7.225584082488782,7.496196124182826
0.6,0.15,-3.0,0.5,1.9,1.65,0.24,4.0,3.0,6.357646476428036,6.894735971614104,7.2252347315766565,7.4959386448418925
0.6,0.15,-3.0,0.5,1.9,1.7,0.2,4.0,3.0,6.363779309458799,6.896351624545385,7.226293936573841,7.496722810225679
0.6,0.15,-3.0,0.5,1.9,1.7,0.22,4.0,3.0,6.361948790086581,6.895881392993014,7.225983143001024,7.496491611314469
0.6,0.15,-3.0,0.5,1.9,1.7,0.24,4.0,3.0,6.3600473788074625,6.895381979300456,7.225655586288003,7.496248959180209
0.6,0.15,-3.0,0.6,1.8,1.6,0.2,4.0,3.0,6.238163627083662,6.838000459073511,7.182793691868686,7.46221956828057
0.6,0.15,-3.0,0.6,1.8,1.6,0.22,4.0,3.0,6.235948000129171,6.837509673383329,7.1824757224458855,7.461985572144641
0.6,0.15,-3.0,0.6,1.8,1.6,0.24,4.0,3.0,6.233642285380254,6.836987750458692,7.182140457459807,7.461739941837477
0.6,0.15,-3.0,0.6,1.8,1.65,0.2,4.0,3.0,6.240807525926325,6.8385718996156815,7.183168173028249,7.46249649188169
0.6,0.15,-3.0,0.6,1.8,1.65,0.22,4.0,3.0,6.238700960228455,6.838117860639441,7.182870219278294,7.462276040766567
0.6,0.15,-3.0,0.6,1.8,1.65,0.24,4.0,3.0,6.236507356016336,6.83763458429491,7.182556373784084,7.462044826535095
0.6,0.15,-3.0,0.6,1.8,1.7,0.2,4.0,3.0,6.243246296133801,6.839084991156783,7.183509353097868,7.462750041406559
0.6,0.15,-3.0,0.6,1.8,1.7,0.22,4.0,3.0,6.241241983523833,6.838664295872552,7.1832292338049255,7.462541783131718
0.6,0.15,-3.0,0.6,1.8,1.7,0.24,4.0,3.0,6.239153513059354,6.838216240736781,7.182934501909967,7.4623235243961705
0.6,0.15,-3.0,0.6,1.85,1.6,0.2,4.0,3.0,6.23694568322362,6.837710657046092,7.182601373282926,7.462078910854642
0.6,0.15,-3.0,0.6,1.85,1.6,0.22,4.0,3.0,6.234665232017189,6.837206939764678,7.1822748846124425,7.461838581437977
0.6,0.15,-3.0,0.6,1.85,1.6,0.24,4.0,3.0,6.232291732547942,6.836671308823589,7.181930672641887,7.461586323595706
0.6,0.15,-3.0,0.6,1.85,1.65,0.2,4.0,3.0,6.239666551338379,6.8382972113292055,7.182985930789402,7.462363353550344
0.6,0.15,-3.0,0.6,1.85,1.65,0.22,4.0,3.0,6.237498692653945,6.837831158469249,7.182679956055132,7.462136914622518
0.6,0.15,-3.0,0.6,1.85,1.65,0.24,4.0,3.0,6.235240981830234,6.83733513793028,7.182357693668398,7.461899437798927
0.6,0.15,-3.0,0.6,1.85,1.7,0.2,4.0,3.0,6.242175962694035,6.838823932249786,7.18333633182111,7.46262380916743
0.6,0.15,-3.0,0.6,1.85,1.7,0.22,4.0,3.0,6.240113617962441,6.838392057610055,7.183048638992775,7.46240987694751
0.6,0.15,-3.0,0.6,1.85,1.7,0.24,4.0,3.0,6.237964435016558,6.837932138212689,7.182745966686118,7.462185686626484
0.6,0.15,-3.0,0.6,1.9,1.6,0.2,4.0,3.0,6.235726635119077,6.837420992506766,7.182409134345171,7.461938302182333
0.6,0.15,-3.0,0.6,1.9,1.6,0.22,4.0,3.0,6.2333811878327685,6.8369043794982245,7.182074142176843,7.461691647742706
0.6,0.15,-3.0,0.6,1.9,1.6,0.24,4.0,3.0,6.230939707850539,6.836355081079847,7.181721001640302,7.461432772047742
0.6,0.15,-3.0,0.6,1.9,1.65,0.2,4.0,3.0,6.238524657425824,6.838022621835511,7.182803751826305,7.462230255373
0.6,0.15,-3.0,0.6,1.9,1.65,0.22,4.0,3.0,6.2362953601622655,6.837544585557216,7.182489768942154,7.461997835375407
0.6,0.15,-3.0,0.6,1.9,1.65,0.24,4.0,3.0,6.233973376437238,6.8370358555736415,7.182159104796211,7.461754103895676
0.6,0.15,-3.0,0.6,1.9,1.7,0.2,4.0,3.0,6.241104861902486,6.838562940518294,7.183163360956114,7.4624976102682945
0.6,0.15,-3.0,0.6,1.9,1.7,0.22,4.0,3.0,6.238984361431998,6.838119912218295,7.182868105010909,7.462278009626745
0.6,0.15,-3.0,0.6,1.9,1.7,0.24,4.0,3.0,6.2367743244816,6.837648158159037,7.182557504676876,7.462047894234301
0.6,0.2,-3.0,0.4,1.8,1.6,0.2,4.0,3.0,6.536922218107757,7.093348042000268,7.469513568410834,7.7970224310170035
0.6,0.2,-3.0,0.4,1.8,1.6,0.22,4.0,3.0,6.5351774082073435,7.092769951065956,7.469132323905797,7.796743287555382
0.6,0.2,-3.0,0.4,1.8,1.6,0.24,4.0,3.0,6.533372846940745,7.092158204608156,7.468730510906731,7.796449999980316
0.6,0.2,-3.0,0.4,1.8,1.65,0.2,4.0,3.0,6.539018729927864,7.094024628638877,7.469962564124348,7.797352380911632
0.6,0.2,-3.0,0.4,1.8,1.65,0.22,4.0,3.0,6.53734700843864,7.093486739138709,7.46960533149441,7.797089755488004
0.6,0.2,-3.0,0.4,1.8,1.65,0.24,4.0,3.0,6.5356168892909565,7.092916819561431,7.469229015548678,7.796814000278016
0.6,0.2,-3.0,0.4,1.8,1.7,0.2,4.0,3.0,6.5409671926688935,7.094635289709165,7.470371394591843,7.797654013502715
0.6,0.2,-3.0,0.4,1.8,1.7,0.22,4.0,3.0,6.539364793660212,7.094134376920628,7.470035756375657,7.797406296450789
0.6,0.2,-3.0,0.4,1.8,1.7,0.24,4.0,3.0,6.537705282252033,7.093603086810177,7.469682410664657,7.79714634922603
0.6,0.2,-3.0,0.4,1.85,1.6,0.2,4.0,3.0,6.535867750703879,7.093023068115828,7.469292524074097,7.79685967929971
0.6,0.2,-3.0,0.4,1.85,1.6,0.22,4.0,3.0,6.534071125719259,7.092429596492067,7.468901046904209,7.796572902510151
0.6,0.2,-3.0,0.4,1.85,1.6,0.24,4.0,3.0,6.532212655635819,7.09180159774238,7.468488481131071,7.796271611378006
0.6,0.2,-3.0,0.4,1.85,1.65,0.2,4.0,3.0,6.538026136882738,7.093717690561317,7.46975361048048,7.797198671346907
0.6,0.2,-3.0,0.4,1.85,1.65,0.22,4.0,3.0,6.536305111269164,7.0931654592347595,7.469386754650888,7.796928847072479
0.6,0.2,-3.0,0.4,1.85,1.65,0.24,4.0,3.0,6.534523686078265,7.092580370302791,7.469000330916084,7.796645547463124
0.6,0.2,-3.0,0.4,1.85,1.7,0.2,4.0,3.0,6.540031744549802,7.0943446690148235,7.470173488484347,7.797508587962034
0.6,0.2,-3.0,0.4,1.85,1.7,0.22,4.0,3.0,6.538382374872622,7.093830368467386,7.469828777835833,7.797254066387894
0.6,0.2,-3.0,0.4,1.85,1.7,0.24,4.0,3.0,6.536673973656094,7.0932849068885355,7.469465907857789,7.796986990990925
0.6,0.2,-3.0,0.4,1.9,1.6,0.2,4.0,3.0,6.534812076123894,7.09269829076134,7.469071588079002,7.796696948645802
0.6,0.2,-3.0,0.4,1.9,1.6,0.22,4.0,3.0,6.532963458230478,7.092089474675817,7.4686698966605665,7.796402544561324
0.6,0.2,-3.0,0.4,1.9,1.6,0.24,4.0,3.0,6.531050878264438,7.091445263542372,7.468246599214098,7.796093257056225
0.6,0.2,-3.0,0.4,1.9,1.65,0.2,4.0,3.0,6.537032529712841,7.093410908752122,7.469544745565425,7.797044976707395
0.6,0.2,-3.0,0.4,1.9,1.65,0.22,4.0,3.0,6.535262047824946,7.0928443674083645,7.469168281956143,7.796767958382354
0.6,0.2,-3.0,0.4,1.9,1.65,0.24,4.0,3.0,6.533429144164599,7.092244144452375,7.468771768220478,7.796477120142287
0.6,0.2,-3.0,0.4,1.9,1.7,0.2,4.0,3.0,6.539095442506703,7.094054170552441,7.469975655247282,7.7973631726417905
0.6,0.2,-3.0,0.4,1.9,1.7,0.22,4.0,3.0,6.5373989717368195,7.093526509994308,7.4696218850448375,7.797101850346828
0.6,0.2,-3.0,0.4,1.9,1.7,0.24,4.0,3.0,6.535641532568932,7.092966908030452,7.469249505750298,7.796827651389843
0.6,0.2,-3.0,0.5,1.8,1.6,0.2,4.0,3.0,6.420316010129209,7.032765111578208,7.423527457653658,7.76027827486896
0.6,0.2,-3.0,0.5,1.8,1.6,0.22,4.0,3.0,6.418275595994137,7.03220820555024,7.423162276810721,7.759999319605996
0.6,0.2,-3.0,0.5,1.8,1.6,0.24,4.0,3.0,6.416157672189599,7.03161697957231,7.422777663610754,7.759706487297604
0.6,0.2,-3.0,0.5,1.8,1.65,0.2,4.0,3.0,6.422757770105854,7.033414803691508,7.423958024550724,7.7606083519564795
0.6,0.2,-3.0,0.5,1.8,1.65,0.22,4.0,3.0,6.420811642293334,7.032898474997153,7.4236154054077925,7.7603455932469565
0.6,0.2,-3.0,0.5,1.8,1.65,0.24,4.0,3.0,6.418790226878172,7.032349854396917,7.423254865853996,7.760069960742386
0.6,0.2,-3.0,0.5,1.8,1.7,0.2,4.0,3.0,6.4250170108923275,7.033999422407332,7.424350702324756,7.760910465321397
0.6,0.2,-3.0,0.5,1.8,1.7,0.22,4.0,3.0,6.423159751633452,7.033519988654521,7.424028276102735,7.76066232702028
0.6,0.2,-3.0,0.5,1.8,1.7,0.24,4.0,3.0,6.421229316937148,7.033010275621675,7.4236892978078535,7.760402194289804
0.6,0.2,-3.0,0.5,1.85,1.6,0.2,4.0,3.0,6.419155207630491,7.032440465731771,7.423310166840311,7.76011260900105
0.6,0.2,-3.0,0.5,1.85,1.6,0.22,4.0,3.0,6.417054899646268,7.031868788257908,7.422935155620445,7.759825998209352
0.6,0.2,-3.0,0.5,1.85,1.6,0.24,4.0,3.0,6.414874488395243,7.031261920869506,7.422540223624835,7.759525145944153
0.6,0.2,-3.0,0.5,1.85,1.65,0.2,4.0,3.0,6.421668262698783,7.0331074437341305,7.4237523660505484,7.760451763359326
0.6,0.2,-3.0,0.5,1.85,1.65,0.22,4.0,3.0,6.419665344304516,7.032577372524539,7.423400486929515,7.760181777049139
0.6,0.2,-3.0,0.5,1.85,1.65,0.24,4.0,3.0,6.417584664826213,7.032014190523067,7.42303023402677,7.75989857657284
